,Seat,Constituency_title,Candidate_Name,Party,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout,Election
18570,Faisalabad-4,NA60,Rao Safdar Ali Khan ,IND ,5045,95515,2002,97517,247825,0.393,1997
18571,Faisalabad-4,NA60,Maj. (R) Abdul Basit ,IND ,4374,95515,2002,97517,247825,0.393,1997
18572,Faisalabad-5,NA61,Mian M. Farooq ,PML (N) ,69035,108343,2219,110562,261622,0.423,1997
18573,Faisalabad-5,NA61,Shahid Nazir Ahmad ,PPP ,36801,108343,2219,110562,261622,0.423,1997
18574,Faisalabad-5,NA61,Zahid Nazir ,IND ,1387,108343,2219,110562,261622,0.423,1997
18575,Faisalabad-5,NA61,"M. Ijaz Virk, Adv. ",IND ,511,108343,2219,110562,261622,0.423,1997
18576,Faisalabad-5,NA61,M. Naeem Tahir ,IND ,480,108343,2219,110562,261622,0.423,1997
18577,Faisalabad-5,NA61,Ch. M. Rasheed Randhawa ,IND ,129,108343,2219,110562,261622,0.423,1997
18578,Faisalabad-6,NA62,Raja Nadir Pervaiz Khan ,PML (N) ,56853,82298,1715,84013,214360,0.392,1997
18579,Faisalabad-6,NA62,Ch. Ghulam Mustafa Bajwa ,PPP ,22637,82298,1715,84013,214360,0.392,1997
18580,Faisalabad-6,NA62,Gul Ijaz Ch. ,PTI ,863,82298,1715,84013,214360,0.392,1997
18581,Faisalabad-6,NA62,Abdul Rahman Mughal ,IND ,606,82298,1715,84013,214360,0.392,1997
18582,Faisalabad-6,NA62,Sohail Iqbal Bajwa ,IND ,481,82298,1715,84013,214360,0.392,1997
18583,Faisalabad-6,NA62,Nisar Ahmad Gujjar ,IND ,433,82298,1715,84013,214360,0.392,1997
18584,Faisalabad-6,NA62,Ch. M. Akram Randhawa ,IND ,425,82298,1715,84013,214360,0.392,1997
18585,Faisalabad-7,NA63,Haji M. Akram Ansari ,PML (N) ,62963,94082,1020,95102,231411,0.411,1997
18586,Faisalabad-7,NA63,Haji Riaz Ahmad Ansari ,PPP ,29889,94082,1020,95102,231411,0.411,1997
18587,Faisalabad-7,NA63,"Musharaf Ali Khan, Adv. ",PTI ,942,94082,1020,95102,231411,0.411,1997
18588,Faisalabad-7,NA63,Pir M. Fazal Haq ,JMP ,154,94082,1020,95102,231411,0.411,1997
18589,Faisalabad-7,NA63,M. Mukhtar Rana ,IND ,134,94082,1020,95102,231411,0.411,1997
18590,Faisalabad-8,NA64,Ch. Sher Ali ,PML (N) ,69782,96937,1092,98029,241416,0.406,1997
18591,Faisalabad-8,NA64,Sheikh M. Aslam Guchha ,PPP ,25242,96937,1092,98029,241416,0.406,1997
18592,Faisalabad-8,NA64,Imtiaz Naveed ,PTI ,1741,96937,1092,98029,241416,0.406,1997
18593,Faisalabad-8,NA64,Haji Khalid Saeed ,PSL ,172,96937,1092,98029,241416,0.406,1997
18594,Faisalabad-9,NA65,Mian Abdul Manan ,PML (N) ,72840,110635,1608,112243,281127,0.399,1997
18595,Faisalabad-9,NA65,Mehar Abdul Rashid ,PPP ,25652,110635,1608,112243,281127,0.399,1997
18596,Faisalabad-9,NA65,Mumtaz Ali Cheema ,IND ,7729,110635,1608,112243,281127,0.399,1997
18597,Faisalabad-9,NA65,Mian Khalid Sarfraz ,PTI ,2394,110635,1608,112243,281127,0.399,1997
18598,Faisalabad-9,NA65,Ch. Hanif Ahmad Dogar ,IND ,1475,110635,1608,112243,281127,0.399,1997
18599,Faisalabad-9,NA65,Kh. Atta-ur-Rehman ,PPP (SB) ,309,110635,1608,112243,281127,0.399,1997
18600,Faisalabad-9,NA65,Dr. Ahmad Saeed Khan ,MJAHP ,236,110635,1608,112243,281127,0.399,1997
18601,Jhang-1,NA66,Qaiser Ahmad Sheikh ,IND ,39272,100649,3111,103760,250290,0.415,1997
18602,Jhang-1,NA66,Syed M. Raza Shah ,PML (N) ,19446,100649,3111,103760,250290,0.415,1997
18603,Jhang-1,NA66,Sardarzada Zafar Abbas Syed ,PPP ,14714,100649,3111,103760,250290,0.415,1997
18604,Jhang-1,NA66,Malik Ghulam Abbas Nissoana ,IND ,13390,100649,3111,103760,250290,0.415,1997
18605,Jhang-1,NA66,Sardar M. Ali Shah ,IND ,108702,100649,3111,103760,250290,0.415,1997
18606,Jhang-1,NA66,"Malik Rab Nawaz, Adv. ",IND ,836,100649,3111,103760,250290,0.415,1997
18607,Jhang-1,NA66,M. Ismail Bodhar Lali ,IND ,769,100649,3111,103760,250290,0.415,1997
18608,Jhang-1,NA66,Ch. Ahmad Khan Daoka ,IND ,533,100649,3111,103760,250290,0.415,1997
18609,Jhang-1,NA66,Hafiz M. Abu Bakar ,MIP ,461,100649,3111,103760,250290,0.415,1997
18610,Jhang-1,NA66,Malik M. Nazir Umer ,PDP ,239,100649,3111,103760,250290,0.415,1997
18611,Jhang-1,NA66,Hafiz Fazal Ahmad ,JUI (F) ,119,100649,3111,103760,250290,0.415,1997
18612,Jhang-2,NA67,Molana Haji M. Rehmatullah ,PML (N) ,52911,102325,3255,105580,260023,0.406,1997
18613,Jhang-2,NA67,Makhdoomzada Syed Asad Hayat ,PPP ,25165,102325,3255,105580,260023,0.406,1997
18614,Jhang-2,NA67,Mehar M. Nawaz Khan ,IND ,22681,102325,3255,105580,260023,0.406,1997
18615,Jhang-2,NA67,Ch. M. Khan Chaddar ,PTI ,1568,102325,3255,105580,260023,0.406,1997
18616,Jhang-3,NA68,Nawab Amanullah Khan Sial ,PML (N) ,60490,111079,3139,114218,276476,0.413,1997
18617,Jhang-3,NA68,Molana M. Azam Tariq ,MIP ,44796,111079,3139,114218,276476,0.413,1997
18618,Jhang-3,NA68,Sahabzada Riaz-ul-Hassan ,IND ,2697,111079,3139,114218,276476,0.413,1997
18619,Jhang-3,NA68,M. Zahid ,IND ,1081,111079,3139,114218,276476,0.413,1997
18620,Jhang-3,NA68,M. Ali Sial ,IND ,649,111079,3139,114218,276476,0.413,1997
18621,Jhang-3,NA68,M. S. Fakhri ,IND ,619,111079,3139,114218,276476,0.413,1997
18622,Jhang-3,NA68,M. Ajmal Nawaz Naul ,IND ,415,111079,3139,114218,276476,0.413,1997
18623,Jhang-3,NA68,Abdul Ghafoor Jhangvi ,IND ,332,111079,3139,114218,276476,0.413,1997
18624,Jhang-4,NA69,Syeda Abida Hussain ,PML (N) ,68577,118835,2471,121306,272989,0.444,1997
18625,Jhang-4,NA69,Makhdoom Syed Faisal Saleh Hayat ,PPP ,44211,118835,2471,121306,272989,0.444,1997
18626,Jhang-4,NA69,Molana Abdul Ghafoor Jhangvi ,MIP ,4344,118835,2471,121306,272989,0.444,1997
18627,Jhang-4,NA69,Syed Abid Hussain Shah ,IND ,1703,118835,2471,121306,272989,0.444,1997
18628,Jhang-5,NA70,Sahabzada M. Tahir Sultan ,PML (N) ,70662,109167,2397,111564,264360,0.422,1997
18629,Jhang-5,NA70,Sahabzada M. Nazeer Sultan ,PPP ,33483,109167,2397,111564,264360,0.422,1997
18630,Jhang-5,NA70,Tajammul Hussain ,IND ,2158,109167,2397,111564,264360,0.422,1997
18631,Jhang-5,NA70,Mulazim Hussain Jafari ,IND ,1372,109167,2397,111564,264360,0.422,1997
18632,Jhang-5,NA70,Sardar Azhar Ali Maken ,PTI ,822,109167,2397,111564,264360,0.422,1997
18633,Jhang-5,NA70,Sahabzada Sultan Abdul Majeed ,IND ,670,109167,2397,111564,264360,0.422,1997
18634,Toba-Tek-Singh-1,NA71,Ch. Asad-ur-Rehman ,PML (N) ,77777,118769,3500,122269,272214,0.449,1997
18635,Toba-Tek-Singh-1,NA71,Khalid Ahmad Khan Kharal ,PPP ,32036,118769,3500,122269,272214,0.449,1997
18636,Toba-Tek-Singh-1,NA71,Rai Attiq-ur-Rehman ,IND ,3743,118769,3500,122269,272214,0.449,1997
18637,Toba-Tek-Singh-1,NA71,Ghulam Shabbir Khan ,IND ,2754,118769,3500,122269,272214,0.449,1997
18638,Toba-Tek-Singh-1,NA71,Ch. Ikram-ul-Haq ,PTI ,2016,118769,3500,122269,272214,0.449,1997
18639,Toba-Tek-Singh-1,NA71,Ch. M. Yusuf Javed ,IND ,443,118769,3500,122269,272214,0.449,1997
18640,Toba-Tek-Singh-2,NA72,Ch. Abdul Sattar s/o Mian Sultan Ali ,PML (N) ,66886,104471,2619,107090,240373,0.446,1997
18641,Toba-Tek-Singh-2,NA72,Ch. M. Ishfaq ,PPP ,29701,104471,2619,107090,240373,0.446,1997
18642,Toba-Tek-Singh-2,NA72,Abdul Rahman ,PTI ,2038,104471,2619,107090,240373,0.446,1997
18643,Toba-Tek-Singh-2,NA72,Ch. Abdul Sattar s/o Khairdin ,IND ,1848,104471,2619,107090,240373,0.446,1997
18644,Toba-Tek-Singh-2,NA72,"Tanveer Aalam Mian, Adv. ",PML (J) ,1343,104471,2619,107090,240373,0.446,1997
18645,Toba-Tek-Singh-2,NA72,M. Hanif ,IND ,706,104471,2619,107090,240373,0.446,1997
18646,Toba-Tek-Singh-2,NA72,Mian M. Javed Iqbal ,IND ,621,104471,2619,107090,240373,0.446,1997
18647,Toba-Tek-Singh-2,NA72,A. G. Aadil ,PPP (SB) ,596,104471,2619,107090,240373,0.446,1997
18648,Toba-Tek-Singh-2,NA72,M. Aslam ,IND ,325,104471,2619,107090,240373,0.446,1997
18649,Toba-Tek-Singh-2,NA72,"Mian Manzoor Ahmad, Adv. Mudeypuri ",IND ,210,104471,2619,107090,240373,0.446,1997
18650,Toba-Tek-Singh-2,NA72,Syed M. Ayub Shah ,IND ,197,104471,2619,107090,240373,0.446,1997
18651,Toba-Tek-Singh-3,NA73,Hamza s/o Molvi Abdullah ,PML (N) ,43931,113425,2637,116062,238890,0.486,1997
